year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
2009,Alabama,"4,708,708","21,194",322,"1,504",NA,"6,265","13,103",Alabama,"4,708,708","178,007","48,844","118,072","11,091",Alabama,"4,708,708",450.1,6.8,31.9,NA,133.1,278.3,Alabama,"4,708,708","3,780.4","1,037.3","2,507.5",235.5
2009,Alaska,"698,473","4,424",22,513,NA,654,"3,235",Alaska,"698,473","20,538","3,600","15,251","1,687",Alaska,"698,473",633.4,3.1,73.4,NA,93.6,463.2,Alaska,"698,473","2,940.4",515.4,"2,183.5",241.5
2009,Arizona,"6,595,778","28,128",380,"2,279",NA,"8,199","17,270",Arizona,"6,595,778","236,721","54,308","155,976","26,437",Arizona,"6,595,778",426.5,5.8,34.6,NA,124.3,261.8,Arizona,"6,595,778","3,589.0",823.4,"2,364.8",400.8
2009,Arkansas,"2,889,450","14,905",179,"1,378",NA,"2,576","10,772",Arkansas,"2,889,450","109,078","34,753","68,228","6,097",Arkansas,"2,889,450",515.8,6.2,47.7,NA,89.2,372.8,Arkansas,"2,889,450","3,775.0","1,202.8","2,361.3",211
2009,California,"36,961,664","174,934","1,972","8,713",NA,"64,093","100,156",California,"36,961,664","1,009,433","230,198","615,402","163,833",California,"36,961,664",473.3,5.3,23.6,NA,173.4,271,California,"36,961,664","2,731.0",622.8,"1,665.0",443.3
2009,Colorado,"5,024,748","17,022",159,"2,269",NA,"3,371","11,223",Colorado,"5,024,748","134,196","26,637","95,079","12,480",Colorado,"5,024,748",338.8,3.2,45.2,NA,67.1,223.4,Colorado,"5,024,748","2,670.7",530.1,"1,892.2",248.4
2009,Connecticut,"3,518,288","10,588",106,657,NA,"4,001","5,824",Connecticut,"3,518,288","82,625","15,172","59,992","7,461",Connecticut,"3,518,288",300.9,3,18.7,NA,113.7,165.5,Connecticut,"3,518,288","2,348.4",431.2,"1,705.1",212.1
2009,Delaware,"885,122","5,713",41,395,NA,"1,680","3,597",Delaware,"885,122","29,685","6,943","20,836","1,906",Delaware,"885,122",645.4,4.6,44.6,NA,189.8,406.4,Delaware,"885,122","3,353.8",784.4,"2,354.0",215.3
2009,District of Columbia,"599,657","8,089",145,150,NA,"4,404","3,390",District of Columbia,"599,657","28,495","3,696","19,267","5,532",District of Columbia,"599,657","1,348.9",24.2,25,NA,734.4,565.3,District of Columbia,"599,657","4,751.9",616.4,"3,213.0",922.5
2009,Florida,"18,537,969","113,541","1,017","5,501",NA,"30,911","76,112",Florida,"18,537,969","712,010","181,884","479,867","50,259",Florida,"18,537,969",612.5,5.5,29.7,NA,166.7,410.6,Florida,"18,537,969","3,840.8",981.1,"2,588.6",271.1
2009,Georgia,"9,829,211","42,073",566,"2,323",NA,"14,631","24,553",Georgia,"9,829,211","360,985","98,606","229,216","33,163",Georgia,"9,829,211",428,5.8,23.6,NA,148.9,249.8,Georgia,"9,829,211","3,672.6","1,003.2","2,332.0",337.4
2009,Hawaii,"1,295,178","3,550",23,385,NA,"1,030","2,112",Hawaii,"1,295,178","47,516","9,244","33,415","4,857",Hawaii,"1,295,178",274.1,1.8,29.7,NA,79.5,163.1,Hawaii,"1,295,178","3,668.7",713.7,"2,580.0",375
2009,Idaho,"1,545,801","3,805",24,575,NA,254,"2,952",Idaho,"1,545,801","31,220","6,682","23,066","1,472",Idaho,"1,545,801",246.2,1.6,37.2,NA,16.4,191,Idaho,"1,545,801","2,019.7",432.3,"1,492.2",95.2
2009,Illinois,"12,910,409","64,185",773,"3,901",NA,"22,923","36,588",Illinois,"12,910,409","353,347","77,850","248,821","26,676",Illinois,"12,910,409",497.2,6,30.2,NA,177.6,283.4,Illinois,"12,910,409","2,736.9",603,"1,927.3",206.6
2009,Indiana,"6,423,113","21,455",312,"1,621",NA,"7,347","12,175",Indiana,"6,423,113","199,907","48,880","137,190","13,837",Indiana,"6,423,113",334,4.9,25.2,NA,114.4,189.5,Indiana,"6,423,113","3,112.3",761,"2,135.9",215.4
2009,Iowa,"3,007,856","8,485",38,890,NA,"1,201","6,356",Iowa,"3,007,856","70,080","16,419","49,757","3,904",Iowa,"3,007,856",282.1,1.3,29.6,NA,39.9,211.3,Iowa,"3,007,856","2,329.9",545.9,"1,654.2",129.8
2009,Kansas,"2,818,747","11,460",125,"1,179",NA,"1,786","8,370",Kansas,"2,818,747","90,930","19,473","65,499","5,958",Kansas,"2,818,747",406.6,4.4,41.8,NA,63.4,296.9,Kansas,"2,818,747","3,225.9",690.8,"2,323.7",211.4
2009,Kentucky,"4,314,113","11,000",184,"1,531",NA,"3,642","5,643",Kentucky,"4,314,113","108,914","29,880","72,938","6,096",Kentucky,"4,314,113",255,4.3,35.5,NA,84.4,130.8,Kentucky,"4,314,113","2,524.6",692.6,"1,690.7",141.3
2009,Louisiana,"4,492,076","28,878",529,"1,351",NA,"6,150","20,848",Louisiana,"4,492,076","172,619","46,928","114,102","11,589",Louisiana,"4,492,076",642.9,11.8,30.1,NA,136.9,464.1,Louisiana,"4,492,076","3,842.7","1,044.7","2,540.1",258
2009,Maine,"1,318,301","1,580",26,375,NA,399,780,Maine,"1,318,301","31,706","6,729","23,955","1,022",Maine,"1,318,301",119.9,2,28.4,NA,30.3,59.2,Maine,"1,318,301","2,405.1",510.4,"1,817.1",77.5
2009,Maryland,"5,699,478","33,625",440,"1,156",NA,"12,007","20,022",Maryland,"5,699,478","182,295","36,905","125,771","19,619",Maryland,"5,699,478",590,7.7,20.3,NA,210.7,351.3,Maryland,"5,699,478","3,198.5",647.5,"2,206.7",344.2
2009,Massachusetts,"6,593,587","30,503",173,"1,734",NA,"7,467","21,129",Massachusetts,"6,593,587","153,178","34,515","106,799","11,864",Massachusetts,"6,593,587",462.6,2.6,26.3,NA,113.2,320.4,Massachusetts,"6,593,587","2,323.1",523.5,"1,619.7",179.9
2009,Michigan,"9,969,727","49,825",623,"4,524",NA,"12,427","32,251",Michigan,"9,969,727","284,019","76,046","178,628","29,345",Michigan,"9,969,727",499.8,6.2,45.4,NA,124.6,323.5,Michigan,"9,969,727","2,848.8",762.8,"1,791.7",294.3
2009,Minnesota,"5,266,214","12,874",74,"1,789",NA,"3,619","7,392",Minnesota,"5,266,214","139,286","25,580","105,160","8,546",Minnesota,"5,266,214",244.5,1.4,34,NA,68.7,140.4,Minnesota,"5,266,214","2,644.9",485.7,"1,996.9",162.3
2009,Mississippi,"2,951,996","8,451",194,991,NA,"2,969","4,297",Mississippi,"2,951,996","87,327","29,559","52,329","5,439",Mississippi,"2,951,996",286.3,6.6,33.6,NA,100.6,145.6,Mississippi,"2,951,996","2,958.2","1,001.3","1,772.7",184.2
2009,Missouri,"5,987,580","29,513",387,"1,606",NA,"7,437","20,083",Missouri,"5,987,580","201,783","43,591","140,764","17,428",Missouri,"5,987,580",492.9,6.5,26.8,NA,124.2,335.4,Missouri,"5,987,580","3,370.0",728,"2,350.9",291.1
2009,Montana,"974,989","2,798",32,357,NA,228,"2,181",Montana,"974,989","24,826","3,686","19,528","1,612",Montana,"974,989",287,3.3,36.6,NA,23.4,223.7,Montana,"974,989","2,546.3",378.1,"2,002.9",165.3
2009,Nebraska,"1,796,619","5,199",41,617,NA,"1,220","3,321",Nebraska,"1,796,619","49,731","8,726","37,496","3,509",Nebraska,"1,796,619",289.4,2.3,34.3,NA,67.9,184.8,Nebraska,"1,796,619","2,768.0",485.7,"2,087.0",195.3
2009,Nevada,"2,643,085","18,639",156,"1,024",NA,"6,028","11,431",Nevada,"2,643,085","80,976","22,115","46,463","12,398",Nevada,"2,643,085",705.2,5.9,38.7,NA,228.1,432.5,Nevada,"2,643,085","3,063.7",836.7,"1,757.9",469.1
2009,New Hampshire,"1,324,575","2,125",11,399,NA,454,"1,261",New Hampshire,"1,324,575","28,790","4,915","22,748","1,127",New Hampshire,"1,324,575",160.4,0.8,30.1,NA,34.3,95.2,New Hampshire,"1,324,575","2,173.5",371.1,"1,717.4",85.1
2009,New Jersey,"8,707,739","27,113",319,"1,041",NA,"11,639","14,114",New Jersey,"8,707,739","180,752","36,945","128,303","15,504",New Jersey,"8,707,739",311.4,3.7,12,NA,133.7,162.1,New Jersey,"8,707,739","2,075.8",424.3,"1,473.4",178
2009,New Mexico,"2,009,671","12,709",198,"1,069",NA,"1,932","9,510",New Mexico,"2,009,671","74,639","21,955","46,182","6,502",New Mexico,"2,009,671",632.4,9.9,53.2,NA,96.1,473.2,New Mexico,"2,009,671","3,714.0","1,092.5","2,298.0",323.5
2009,New York,"19,541,453","75,110",781,"2,582",NA,"28,141","43,606",New York,"19,541,453","377,537","62,769","292,897","21,871",New York,"19,541,453",384.4,4,13.2,NA,144,223.1,New York,"19,541,453","1,932.0",321.2,"1,498.8",111.9
2009,North Carolina,"9,380,884","37,946",489,"2,306",NA,"11,825","23,326",North Carolina,"9,380,884","343,707","107,830","215,923","19,954",North Carolina,"9,380,884",404.5,5.2,24.6,NA,126.1,248.7,North Carolina,"9,380,884","3,663.9","1,149.5","2,301.7",212.7
2009,North Dakota,"646,844","1,723",12,296,NA,107,"1,308",North Dakota,"646,844","12,813","2,426","9,474",913,North Dakota,"646,844",266.4,1.9,45.8,NA,16.5,202.2,North Dakota,"646,844","1,980.8",375.1,"1,464.6",141.1
2009,Ohio,"11,542,645","38,305",527,"4,119",NA,"17,670","15,989",Ohio,"11,542,645","376,446","104,009","249,777","22,660",Ohio,"11,542,645",331.9,4.6,35.7,NA,153.1,138.5,Ohio,"11,542,645","3,261.3",901.1,"2,163.9",196.3
2009,Oklahoma,"3,687,050","18,560",234,"1,535",NA,"3,358","13,433",Oklahoma,"3,687,050","132,350","38,071","83,813","10,466",Oklahoma,"3,687,050",503.4,6.3,41.6,NA,91.1,364.3,Oklahoma,"3,687,050","3,589.6","1,032.6","2,273.2",283.9
2009,Oregon,"3,825,657","9,968",88,"1,202",NA,"2,499","6,179",Oregon,"3,825,657","114,780","19,739","85,064","9,977",Oregon,"3,825,657",260.6,2.3,31.4,NA,65.3,161.5,Oregon,"3,825,657","3,000.3",516,"2,223.5",260.8
2009,Pennsylvania,"12,604,767","48,188",664,"3,626",NA,"17,504","26,394",Pennsylvania,"12,604,767","277,182","54,772","204,588","17,822",Pennsylvania,"12,604,767",382.3,5.3,28.8,NA,138.9,209.4,Pennsylvania,"12,604,767","2,199.0",434.5,"1,623.1",141.4
2009,Rhode Island,"1,053,209","2,678",32,296,NA,785,"1,565",Rhode Island,"1,053,209","27,558","5,753","19,403","2,402",Rhode Island,"1,053,209",254.3,3,28.1,NA,74.5,148.6,Rhode Island,"1,053,209","2,616.6",546.2,"1,842.3",228.1
