year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
2011,Alabama,"4,803,689","20,166",299,"1,370",NA,"4,906","13,591",Alabama,"4,803,689","173,192","51,119","111,411","10,662",Alabama,"4,803,689",419.8,6.2,28.5,NA,102.1,282.9,Alabama,"4,803,689","3,605.4","1,064.2","2,319.3",222
2011,Alaska,"723,860","4,416",30,436,NA,576,"3,374",Alaska,"723,860","19,094","2,852","14,854","1,388",Alaska,"723,860",610.1,4.1,60.2,NA,79.6,466.1,Alaska,"723,860","2,637.8",394,"2,052.1",191.7
2011,Arizona,"6,467,315","26,789",397,"2,499",NA,"7,145","16,748",Arizona,"6,467,315","229,896","54,695","155,400","19,801",Arizona,"6,467,315",414.2,6.1,38.6,NA,110.5,259,Arizona,"6,467,315","3,554.7",845.7,"2,402.9",306.2
2011,Arkansas,"2,938,582","14,173",160,"1,230",NA,"2,357","10,426",Arkansas,"2,938,582","110,430","34,016","70,645","5,769",Arkansas,"2,938,582",482.3,5.4,41.9,NA,80.2,354.8,Arkansas,"2,938,582","3,757.9","1,157.6","2,404.1",196.3
2011,California,"37,683,933","154,943","1,792","7,665",NA,"54,291","91,195",California,"37,683,933","973,822","230,075","596,905","146,842",California,"37,683,933",411.2,4.8,20.3,NA,144.1,242,California,"37,683,933","2,584.2",610.5,"1,584.0",389.7
2011,Colorado,"5,116,302","16,085",155,"2,285",NA,"3,299","10,346",Colorado,"5,116,302","132,781","25,725","96,054","11,002",Colorado,"5,116,302",314.4,3,44.7,NA,64.5,202.2,Colorado,"5,116,302","2,595.3",502.8,"1,877.4",215
2011,Connecticut,"3,586,717","9,889",129,689,NA,"3,689","5,382",Connecticut,"3,586,717","77,205","15,468","55,067","6,670",Connecticut,"3,586,717",275.7,3.6,19.2,NA,102.9,150.1,Connecticut,"3,586,717","2,152.5",431.3,"1,535.3",186
2011,Delaware,"908,137","5,144",48,307,NA,"1,558","3,231",Delaware,"908,137","31,163","7,617","22,001","1,545",Delaware,"908,137",566.4,5.3,33.8,NA,171.6,355.8,Delaware,"908,137","3,431.5",838.8,"2,422.7",170.1
2011,District of Columbia,"619,020","7,433",108,173,NA,"4,094","3,058",District of Columbia,"619,020","29,654","3,850","21,347","4,457",District of Columbia,"619,020","1,200.8",17.4,27.9,NA,661.4,494,District of Columbia,"619,020","4,790.5",622,"3,448.5",720
2011,Florida,"19,082,262","98,198",984,"5,273",NA,"25,622","66,319",Florida,"19,082,262","671,200","170,171","461,408","39,621",Florida,"19,082,262",514.6,5.2,27.6,NA,134.3,347.5,Florida,"19,082,262","3,517.4",891.8,"2,418.0",207.6
2011,Georgia,"9,812,460","36,762",549,"2,066",NA,"12,266","21,881",Georgia,"9,812,460","357,235","96,014","231,543","29,678",Georgia,"9,812,460",374.6,5.6,21.1,NA,125,223,Georgia,"9,812,460","3,640.6",978.5,"2,359.7",302.5
