year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
2008,Alabama,"4,661,900","21,110",351,"1,618",NA,"7,346","11,795",Alabama,"4,661,900","190,416","50,411","126,539","13,466",Alabama,"4,661,900",452.8,7.5,34.7,NA,157.6,253,Alabama,"4,661,900","4,084.5","1,081.3","2,714.3",288.9
2008,Alaska,"686,293","4,475",27,447,NA,645,"3,356",Alaska,"686,293","20,090","3,237","15,225","1,628",Alaska,"686,293",652.1,3.9,65.1,NA,94,489,Alaska,"686,293","2,927.3",471.7,"2,218.4",237.2
2008,Arizona,"6,500,180","31,567",462,"2,200",NA,"9,809","19,096",Arizona,"6,500,180","266,653","58,606","169,460","38,587",Arizona,"6,500,180",485.6,7.1,33.8,NA,150.9,293.8,Arizona,"6,500,180","4,102.2",901.6,"2,607.0",593.6
2008,Arkansas,"2,855,390","14,649",165,"1,463",NA,"2,777","10,244",Arkansas,"2,855,390","110,360","33,912","69,905","6,543",Arkansas,"2,855,390",513,5.8,51.2,NA,97.3,358.8,Arkansas,"2,855,390","3,865.0","1,187.6","2,448.2",229.1
2008,California,"36,756,666","185,329","2,142","8,903",NA,"69,388","104,896",California,"36,756,666","1,080,996","237,811","650,656","192,529",California,"36,756,666",504.2,5.8,24.2,NA,188.8,285.4,California,"36,756,666","2,941.0",647,"1,770.2",523.8
2008,Colorado,"4,939,456","17,480",165,"2,151",NA,"3,404","11,760",Colorado,"4,939,456","139,340","28,054","97,937","13,349",Colorado,"4,939,456",353.9,3.3,43.5,NA,68.9,238.1,Colorado,"4,939,456","2,821.0",568,"1,982.7",270.3
2008,Connecticut,"3,501,252","10,737",132,680,NA,"4,043","5,882",Connecticut,"3,501,252","87,210","15,107","63,212","8,891",Connecticut,"3,501,252",306.7,3.8,19.4,NA,115.5,168,Connecticut,"3,501,252","2,490.8",431.5,"1,805.4",253.9
2008,Delaware,"873,092","6,187",57,371,NA,"1,847","3,912",Delaware,"873,092","31,385","6,783","22,045","2,557",Delaware,"873,092",708.6,6.5,42.5,NA,211.5,448.1,Delaware,"873,092","3,594.7",776.9,"2,524.9",292.9
2008,District of Columbia,"591,833","8,509",186,186,NA,"4,430","3,707",District of Columbia,"591,833","30,211","3,788","19,958","6,465",District of Columbia,"591,833","1,437.7",31.4,31.4,NA,748.5,626.4,District of Columbia,"591,833","5,104.6",640,"3,372.2","1,092.4"
2008,Florida,"18,328,340","126,256","1,168","5,972",NA,"36,268","82,848",Florida,"18,328,340","758,889","188,472","506,902","63,515",Florida,"18,328,340",688.9,6.4,32.6,NA,197.9,452,Florida,"18,328,340","4,140.5","1,028.3","2,765.7",346.5
2008,Georgia,"9,685,744","47,353",640,"2,334",NA,"17,808","26,571",Georgia,"9,685,744","387,917","100,564","247,709","39,644",Georgia,"9,685,744",488.9,6.6,24.1,NA,183.9,274.3,Georgia,"9,685,744","4,005.0","1,038.3","2,557.5",409.3
2008,Hawaii,"1,288,198","3,510",26,363,NA,"1,085","2,036",Hawaii,"1,288,198","45,944","9,404","31,424","5,116",Hawaii,"1,288,198",272.5,2,28.2,NA,84.2,158.1,Hawaii,"1,288,198","3,566.5",730,"2,439.4",397.1
