year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
2004,Alabama,"4,525,375","19,324",254,"1,742",NA,"6,042","11,286",Alabama,"4,525,375","182,340","44,666","123,650","14,024",Alabama,"4,525,375",427,5.6,38.5,NA,133.5,249.4,Alabama,"4,525,375","4,029.3",987,"2,732.4",309.9
2004,Alaska,"657,755","4,159",37,558,NA,447,"3,117",Alaska,"657,755","22,172","3,773","16,159","2,240",Alaska,"657,755",632.3,5.6,84.8,NA,68,473.9,Alaska,"657,755","3,370.9",573.6,"2,456.7",340.6
2004,Arizona,"5,739,879","28,952",414,"1,896",NA,"7,721","18,921",Arizona,"5,739,879","291,203","56,885","179,012","55,306",Arizona,"5,739,879",504.4,7.2,33,NA,134.5,329.6,Arizona,"5,739,879","5,073.3",991,"3,118.7",963.5
2004,Arkansas,"2,750,000","13,814",176,"1,183",NA,"2,372","10,083",Arkansas,"2,750,000","110,911","30,151","74,242","6,518",Arkansas,"2,750,000",502.3,6.4,43,NA,86.3,366.7,Arkansas,"2,750,000","4,033.1","1,096.4","2,699.7",237
2004,California,"35,842,038","189,175","2,392","9,615",NA,"61,768","115,400",California,"35,842,038","1,227,194","245,903","728,687","252,604",California,"35,842,038",527.8,6.7,26.8,NA,172.3,322,California,"35,842,038","3,423.9",686.1,"2,033.1",704.8
2004,Colorado,"4,601,821","17,121",201,"1,945",NA,"3,739","11,236",Colorado,"4,601,821","180,322","33,010","123,308","24,004",Colorado,"4,601,821",372,4.4,42.3,NA,81.3,244.2,Colorado,"4,601,821","3,918.5",717.3,"2,679.5",521.6
2004,Connecticut,"3,498,966","10,113",100,755,NA,"4,188","5,070",Connecticut,"3,498,966","93,942","15,959","66,770","11,213",Connecticut,"3,498,966",289,2.9,21.6,NA,119.7,144.9,Connecticut,"3,498,966","2,684.9",456.1,"1,908.3",320.5
2004,Delaware,"830,069","5,105",28,357,NA,"1,343","3,377",Delaware,"830,069","27,256","5,669","19,285","2,302",Delaware,"830,069",615,3.4,43,NA,161.8,406.8,Delaware,"830,069","3,283.6",683,"2,323.3",277.3
2004,District of Columbia,"554,239","7,590",198,222,NA,"3,202","3,968",District of Columbia,"554,239","26,896","3,946","14,542","8,408",District of Columbia,"554,239","1,369.4",35.7,40.1,NA,577.7,715.9,District of Columbia,"554,239","4,852.8",712,"2,623.8","1,517.0"
2004,Florida,"17,385,430","123,754",946,"6,612",NA,"29,997","86,199",Florida,"17,385,430","727,141","166,332","482,484","78,325",Florida,"17,385,430",711.8,5.4,38,NA,172.5,495.8,Florida,"17,385,430","4,182.5",956.7,"2,775.2",450.5
2004,Georgia,"8,918,129","40,217",613,"2,387",NA,"13,656","23,561",Georgia,"8,918,129","376,656","82,992","249,426","44,238",Georgia,"8,918,129",451,6.9,26.8,NA,153.1,264.2,Georgia,"8,918,129","4,223.5",930.6,"2,796.8",496
2004,Hawaii,"1,262,124","3,213",33,333,NA,944,"1,903",Hawaii,"1,262,124","60,525","10,827","41,078","8,620",Hawaii,"1,262,124",254.6,2.6,26.4,NA,74.8,150.8,Hawaii,"1,262,124","4,795.5",857.8,"3,254.7",683
2004,Idaho,"1,395,140","3,452",31,594,NA,241,"2,586",Idaho,"1,395,140","38,799","7,671","28,389","2,739",Idaho,"1,395,140",247.4,2.2,42.6,NA,17.3,185.4,Idaho,"1,395,140","2,781.0",549.8,"2,034.8",196.3
2004,Illinois,"12,712,016","69,365",780,"4,220",NA,"22,582","41,783",Illinois,"12,712,016","403,486","76,088","287,025","40,373",Illinois,"12,712,016",545.7,6.1,33.2,NA,177.6,328.7,Illinois,"12,712,016","3,174.1",598.6,"2,257.9",317.6
2004,Indiana,"6,226,537","20,294",316,"1,803",NA,"6,373","11,802",Indiana,"6,226,537","211,929","42,168","148,670","21,091",Indiana,"6,226,537",325.9,5.1,29,NA,102.4,189.5,Indiana,"6,226,537","3,403.6",677.2,"2,387.7",338.7
2004,Iowa,"2,952,904","8,499",44,782,NA,"1,160","6,513",Iowa,"2,952,904","85,775","17,928","62,214","5,633",Iowa,"2,952,904",287.8,1.5,26.5,NA,39.3,220.6,Iowa,"2,952,904","2,904.8",607.1,"2,106.9",190.8
2004,Kansas,"2,733,697","10,330",122,"1,142",NA,"1,812","7,254",Kansas,"2,733,697","109,771","20,146","81,115","8,510",Kansas,"2,733,697",377.9,4.5,41.8,NA,66.3,265.4,Kansas,"2,733,697","4,015.5",737,"2,967.2",311.3
2004,Kentucky,"4,141,835","10,152",236,"1,238",NA,"3,268","5,410",Kentucky,"4,141,835","105,209","25,902","70,535","8,772",Kentucky,"4,141,835",245.1,5.7,29.9,NA,78.9,130.6,Kentucky,"4,141,835","2,540.2",625.4,"1,703.0",211.8
2004,Louisiana,"4,506,685","28,844",574,"1,616",NA,"6,564","20,090",Louisiana,"4,506,685","199,153","45,359","134,080","19,714",Louisiana,"4,506,685",640,12.7,35.9,NA,145.7,445.8,Louisiana,"4,506,685","4,419.1","1,006.5","2,975.1",437.4
2004,Maine,"1,314,985","1,364",18,315,NA,289,742,Maine,"1,314,985","31,740","6,341","24,096","1,303",Maine,"1,314,985",103.7,1.4,24,NA,22,56.4,Maine,"1,314,985","2,413.7",482.2,"1,832.4",99.1
2004,Maryland,"5,561,332","38,961",521,"1,317",NA,"12,772","24,351",Maryland,"5,561,332","202,474","36,704","129,888","35,882",Maryland,"5,561,332",700.6,9.4,23.7,NA,229.7,437.9,Maryland,"5,561,332","3,640.7",660,"2,335.6",645.2
2004,Massachusetts,"6,407,382","29,489",171,"1,794",NA,"7,484","20,040",Massachusetts,"6,407,382","158,150","34,497","101,605","22,048",Massachusetts,"6,407,382",460.2,2.7,28,NA,116.8,312.8,Massachusetts,"6,407,382","2,468.2",538.4,"1,585.7",344.1
2004,Michigan,"10,104,206","49,737",643,"5,482",NA,"11,336","32,276",Michigan,"10,104,206","309,805","64,233","194,988","50,584",Michigan,"10,104,206",492.2,6.4,54.3,NA,112.2,319.4,Michigan,"10,104,206","3,066.1",635.7,"1,929.8",500.6
2004,Minnesota,"5,096,546","13,751",113,"2,123",NA,"4,070","7,445",Minnesota,"5,096,546","155,019","28,048","113,453","13,518",Minnesota,"5,096,546",269.8,2.2,41.7,NA,79.9,146.1,Minnesota,"5,096,546","3,041.6",550.3,"2,226.1",265.2
2004,Mississippi,"2,900,768","8,568",227,"1,161",NA,"2,503","4,677",Mississippi,"2,900,768","100,980","27,661","65,440","7,879",Mississippi,"2,900,768",295.4,7.8,40,NA,86.3,161.2,Mississippi,"2,900,768","3,481.1",953.6,"2,256.0",271.6
2004,Missouri,"5,759,532","28,226",354,"1,479",NA,"6,630","19,763",Missouri,"5,759,532","224,629","40,472","158,264","25,893",Missouri,"5,759,532",490.1,6.1,25.7,NA,115.1,343.1,Missouri,"5,759,532","3,900.1",702.7,"2,747.9",449.6
2004,Montana,"926,920","2,723",30,273,NA,233,"2,187",Montana,"926,920","27,215","3,515","22,082","1,618",Montana,"926,920",293.8,3.2,29.5,NA,25.1,235.9,Montana,"926,920","2,936.1",379.2,"2,382.3",174.6
2004,Nebraska,"1,747,704","5,393",40,620,NA,"1,138","3,595",Nebraska,"1,747,704","61,512","9,826","46,399","5,287",Nebraska,"1,747,704",308.6,2.3,35.5,NA,65.1,205.7,Nebraska,"1,747,704","3,519.6",562.2,"2,654.9",302.5
2004,Nevada,"2,332,898","14,379",172,954,NA,"4,905","8,348",Nevada,"2,332,898","98,215","23,142","52,438","22,635",Nevada,"2,332,898",616.4,7.4,40.9,NA,210.3,357.8,Nevada,"2,332,898","4,210.0",992,"2,247.8",970.3
2004,New Hampshire,"1,299,169","2,202",17,466,NA,500,"1,219",New Hampshire,"1,299,169","26,658","4,979","19,723","1,956",New Hampshire,"1,299,169",169.5,1.3,35.9,NA,38.5,93.8,New Hampshire,"1,299,169","2,051.9",383.2,"1,518.1",150.6
2004,New Jersey,"8,685,166","30,943",392,"1,331",NA,"13,076","16,144",New Jersey,"8,685,166","211,313","41,030","139,977","30,306",New Jersey,"8,685,166",356.3,4.5,15.3,NA,150.6,185.9,New Jersey,"8,685,166","2,433.0",472.4,"1,611.7",348.9
2004,New Mexico,"1,903,006","13,081",169,"1,039",NA,"2,062","9,811",New Mexico,"1,903,006","79,895","19,924","52,069","7,902",New Mexico,"1,903,006",687.4,8.9,54.6,NA,108.4,515.6,New Mexico,"1,903,006","4,198.4","1,047.0","2,736.1",415.2
