year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
1996,Alabama,"4,273,000","24,159",444,"1,397",NA,"7,124","15,194",Alabama,"4,273,000","181,803","42,821","123,350","15,632",Alabama,"4,273,000",565.4,10,33,NA,167,356,Alabama,"4,273,000","4,254.7","1,002.1","2,886.7",366
1996,Alaska,"607,000","4,417",45,398,NA,710,"3,264",Alaska,"607,000","28,667","5,118","20,557","2,992",Alaska,"607,000",727.7,7.4,65.6,NA,117,537.7,Alaska,"607,000","4,722.7",843.2,"3,386.7",492.9
1996,Arizona,"4,428,000","27,963",377,"1,381",NA,"7,429","18,776",Arizona,"4,428,000","284,964","55,630","188,300","41,034",Arizona,"4,428,000",631.5,8.5,31.2,NA,167.8,424,Arizona,"4,428,000","6,435.5","1,256.3","4,252.5",926.7
1996,Arkansas,"2,510,000","13,161",219,"1,046",NA,"2,864","9,032",Arkansas,"2,510,000","104,790","23,925","73,010","7,855",Arkansas,"2,510,000",524.3,8.7,41.7,NA,114.1,359.8,Arkansas,"2,510,000","4,174.9",953.2,"2,908.8",312.9
1996,California,"31,878,000","274,996","2,916","10,244",NA,"94,222","167,614",California,"31,878,000","1,385,135","312,212","830,457","242,466",California,"31,878,000",862.7,9.1,32.1,NA,295.6,525.8,California,"31,878,000","4,345.1",979.4,"2,605.1",760.6
1996,Colorado,"3,823,000","15,463",180,"1,765",NA,"3,755","9,763",Colorado,"3,823,000","180,218","34,436","130,576","15,206",Colorado,"3,823,000",404.5,4.7,46.2,NA,98.2,255.4,Colorado,"3,823,000","4,714.0",900.8,"3,415.5",397.8
1996,Connecticut,"3,274,000","13,490",158,755,NA,"5,552","7,025",Connecticut,"3,274,000","124,924","27,574","81,328","16,022",Connecticut,"3,274,000",412,4.8,23.1,NA,169.6,214.6,Connecticut,"3,274,000","3,815.6",842.2,"2,484.1",489.4
1996,Delaware,"725,000","4,845",31,454,NA,"1,304","3,056",Delaware,"725,000","30,643","5,830","21,665","3,148",Delaware,"725,000",668.3,4.3,62.6,NA,179.9,421.5,Delaware,"725,000","4,226.6",804.1,"2,988.3",434.2
1996,District of Columbia,"543,000","13,411",397,260,NA,"6,444","6,310",District of Columbia,"543,000","51,188","9,828","31,385","9,975",District of Columbia,"543,000","2,469.8",73.1,47.9,NA,"1,186.7","1,162.1",District of Columbia,"543,000","9,426.9","1,809.9","5,779.9","1,837.0"
1996,Florida,"14,400,000","151,350","1,077","7,508",NA,"41,643","101,122",Florida,"14,400,000","928,273","219,056","605,448","103,769",Florida,"14,400,000","1,051.0",7.5,52.1,NA,289.2,702.2,Florida,"14,400,000","6,446.3","1,521.2","4,204.5",720.6
1996,Georgia,"7,353,000","46,966",630,"2,357",NA,"15,100","28,879",Georgia,"7,353,000","416,986","81,968","288,803","46,215",Georgia,"7,353,000",638.7,8.6,32.1,NA,205.4,392.8,Georgia,"7,353,000","5,671.0","1,114.8","3,927.7",628.5
1996,Hawaii,"1,184,000","3,322",40,326,NA,"1,606","1,350",Hawaii,"1,184,000","74,639","12,781","54,701","7,157",Hawaii,"1,184,000",280.6,3.4,27.5,NA,135.6,114,Hawaii,"1,184,000","6,304.0","1,079.5","4,620.0",604.5
1996,Idaho,"1,189,000","3,177",43,313,NA,241,"2,580",Idaho,"1,189,000","44,532","8,431","33,872","2,229",Idaho,"1,189,000",267.2,3.6,26.3,NA,20.3,217,Idaho,"1,189,000","3,745.3",709.1,"2,848.8",187.5
1996,Illinois,"11,847,000","105,482","1,179","4,548",NA,"33,106","66,649",Illinois,"11,847,000","524,777","108,185","358,515","58,077",Illinois,"11,847,000",890.4,10,38.4,NA,279.4,562.6,Illinois,"11,847,000","4,429.6",913.2,"3,026.2",490.2
1996,Indiana,"5,841,000","31,366",420,"1,992",NA,"7,249","21,705",Indiana,"5,841,000","231,376","45,782","160,777","24,817",Indiana,"5,841,000",537,7.2,34.1,NA,124.1,371.6,Indiana,"5,841,000","3,961.2",783.8,"2,752.6",424.9
1996,Iowa,"2,852,000","7,771",53,561,NA,"1,286","5,871",Iowa,"2,852,000","96,296","18,954","71,893","5,449",Iowa,"2,852,000",272.5,1.9,19.7,NA,45.1,205.9,Iowa,"2,852,000","3,376.4",664.6,"2,520.8",191.1
1996,Kansas,"2,572,000","10,642",170,"1,096",NA,"2,476","6,900",Kansas,"2,572,000","109,772","25,239","78,145","6,388",Kansas,"2,572,000",413.8,6.6,42.6,NA,96.3,268.3,Kansas,"2,572,000","4,268.0",981.3,"3,038.3",248.4
1996,Kentucky,"3,884,000","12,448",228,"1,230",NA,"3,643","7,347",Kentucky,"3,884,000","110,531","26,736","73,653","10,142",Kentucky,"3,884,000",320.5,5.9,31.7,NA,93.8,189.2,Kentucky,"3,884,000","2,845.8",688.4,"1,896.3",261.1
1996,Louisiana,"4,351,000","40,426",762,"1,805",NA,"12,036","25,823",Louisiana,"4,351,000","257,130","56,379","173,271","27,480",Louisiana,"4,351,000",929.1,17.5,41.5,NA,276.6,593.5,Louisiana,"4,351,000","5,909.7","1,295.8","3,982.3",631.6
1996,Maine,"1,243,000","1,553",25,260,NA,292,976,Maine,"1,243,000","40,636","9,303","29,557","1,776",Maine,"1,243,000",124.9,2,20.9,NA,23.5,78.5,Maine,"1,243,000","3,269.2",748.4,"2,377.9",142.9
1996,Maryland,"5,072,000","47,230",588,"1,905",NA,"19,944","24,793",Maryland,"5,072,000","260,231","50,331","173,817","36,083",Maryland,"5,072,000",931.2,11.6,37.6,NA,393.2,488.8,Maryland,"5,072,000","5,130.7",992.3,"3,427.0",711.4
1996,Massachusetts,"6,092,000","39,122",157,"1,767",NA,"7,778","29,420",Massachusetts,"6,092,000","194,636","42,896","119,562","32,178",Massachusetts,"6,092,000",642.2,2.6,29,NA,127.7,482.9,Massachusetts,"6,092,000","3,194.9",704.1,"1,962.6",528.2
1996,Michigan,"9,594,000","60,951",722,"5,466",NA,"16,907","37,856",Michigan,"9,594,000","430,020","85,908","276,909","67,203",Michigan,"9,594,000",635.3,7.5,57,NA,176.2,394.6,Michigan,"9,594,000","4,482.2",895.4,"2,886.3",700.5
1996,Minnesota,"4,658,000","15,782",167,"2,327",NA,"5,385","7,903",Minnesota,"4,658,000","192,109","35,515","138,671","17,923",Minnesota,"4,658,000",338.8,3.6,50,NA,115.6,169.7,Minnesota,"4,658,000","4,124.3",762.5,"2,977.1",384.8
1996,Mississippi,"2,716,000","13,261",301,981,NA,"3,646","8,333",Mississippi,"2,716,000","109,581","30,755","69,299","9,527",Mississippi,"2,716,000",488.3,11.1,36.1,NA,134.2,306.8,Mississippi,"2,716,000","4,034.6","1,132.4","2,551.5",350.8
1996,Missouri,"5,359,000","31,669",433,"1,566",NA,"9,142","20,528",Missouri,"5,359,000","240,781","47,919","168,870","23,992",Missouri,"5,359,000",590.9,8.1,29.2,NA,170.6,383.1,Missouri,"5,359,000","4,493.0",894.2,"3,151.1",447.7
1996,Montana,"879,000","1,415",34,238,NA,261,882,Montana,"879,000","38,084","4,908","30,928","2,248",Montana,"879,000",161,3.9,27.1,NA,29.7,100.3,Montana,"879,000","4,332.7",558.4,"3,518.5",255.7
1996,Nebraska,"1,652,000","7,182",48,447,NA,"1,052","5,635",Nebraska,"1,652,000","66,110","10,152","50,315","5,643",Nebraska,"1,652,000",434.7,2.9,27.1,NA,63.7,341.1,Nebraska,"1,652,000","4,001.8",614.5,"3,045.7",342
1996,Nevada,"1,603,000","13,005",220,856,NA,"4,931","6,998",Nevada,"1,603,000","83,047","19,558","52,295","11,194",Nevada,"1,603,000",811.3,13.7,53.4,NA,307.6,436.6,Nevada,"1,603,000","5,180.7","1,220.1","3,262.3",698.3
1996,New Hampshire,"1,162,000","1,373",20,404,NA,317,632,New Hampshire,"1,162,000","31,436","5,063","24,611","1,762",New Hampshire,"1,162,000",118.2,1.7,34.8,NA,27.3,54.4,New Hampshire,"1,162,000","2,705.3",435.7,"2,118.0",151.6
1996,New Jersey,"7,988,000","42,459",338,"1,976",NA,"18,838","21,307",New Jersey,"7,988,000","303,657","63,259","193,961","46,437",New Jersey,"7,988,000",531.5,4.2,24.7,NA,235.8,266.7,New Jersey,"7,988,000","3,801.4",791.9,"2,428.2",581.3
1996,New Mexico,"1,713,000","14,399",197,"1,088",NA,"2,782","10,332",New Mexico,"1,713,000","98,698","23,586","65,139","9,973",New Mexico,"1,713,000",840.6,11.5,63.5,NA,162.4,603.2,New Mexico,"1,713,000","5,761.7","1,376.9","3,802.6",582.2
1996,New York,"18,185,000","132,206","1,353","4,174",NA,"61,822","64,857",New York,"18,185,000","619,250","129,828","399,522","89,900",New York,"18,185,000",727,7.4,23,NA,340,356.7,New York,"18,185,000","3,405.3",713.9,"2,197.0",494.4
1996,North Carolina,"7,323,000","43,068",619,"2,289",NA,"12,001","28,159",North Carolina,"7,323,000","361,616","98,539","238,511","24,566",North Carolina,"7,323,000",588.1,8.5,31.3,NA,163.9,384.5,North Carolina,"7,323,000","4,938.1","1,345.6","3,257.0",335.5
1996,North Dakota,"644,000",541,14,155,NA,71,301,North Dakota,"644,000","16,648","1,991","13,433","1,224",North Dakota,"644,000",84,2.2,24.1,NA,11,46.7,North Dakota,"644,000","2,585.1",309.2,"2,085.9",190.1
1996,Ohio,"11,173,000","47,896",538,"4,617",NA,"18,336","24,405",Ohio,"11,173,000","449,935","93,336","311,071","45,528",Ohio,"11,173,000",428.7,4.8,41.3,NA,164.1,218.4,Ohio,"11,173,000","4,027.0",835.4,"2,784.1",407.5
1996,Oklahoma,"3,301,000","19,710",223,"1,545",NA,"3,519","14,423",Oklahoma,"3,301,000","166,892","41,447","109,506","15,939",Oklahoma,"3,301,000",597.1,6.8,46.8,NA,106.8,436.9,Oklahoma,"3,301,000","5,055.8","1,255.6","3,317.4",482.9
1996,Oregon,"3,204,000","14,837",129,"1,272",NA,"3,914","9,522",Oregon,"3,204,000","177,295","31,664","128,618","17,013",Oregon,"3,204,000",463.1,4,39.7,NA,122.2,297.2,Oregon,"3,204,000","5,533.6",988.3,"4,014.3",531
1996,Pennsylvania,"12,056,000","57,905",686,"3,034",NA,"22,784","31,401",Pennsylvania,"12,056,000","370,851","71,357","250,758","48,736",Pennsylvania,"12,056,000",480.3,5.7,25.2,NA,189,260.5,Pennsylvania,"12,056,000","3,076.1",591.9,"2,079.9",404.2
1996,Rhode Island,"990,000","3,437",25,287,NA,824,"2,301",Rhode Island,"990,000","36,099","8,135","23,367","4,597",Rhode Island,"990,000",347.2,2.5,29,NA,83.2,232.4,Rhode Island,"990,000","3,646.4",821.7,"2,360.3",464.3
1996,South Carolina,"3,699,000","36,875",332,"1,821",NA,"6,361","28,361",South Carolina,"3,699,000","192,986","47,487","129,650","15,849",South Carolina,"3,699,000",996.9,9,49.2,NA,172,766.7,South Carolina,"3,699,000","5,217.2","1,283.8","3,505.0",428.5
1996,South Dakota,"732,000","1,297",9,300,NA,138,850,South Dakota,"732,000","20,443","4,077","15,532",834,South Dakota,"732,000",177.2,1.2,41,NA,18.9,116.1,South Dakota,"732,000","2,792.8",557,"2,121.9",113.9
1996,Tennessee,"5,320,000","41,175",503,"2,475",NA,"11,902","26,295",Tennessee,"5,320,000","248,729","61,896","152,405","34,428",Tennessee,"5,320,000",774,9.5,46.5,NA,223.7,494.3,Tennessee,"5,320,000","4,675.4","1,163.5","2,864.8",647.1
1996,Texas,"19,128,000","123,270","1,477","8,376",NA,"32,804","80,613",Texas,"19,128,000","968,732","204,390","659,414","104,928",Texas,"19,128,000",644.4,7.7,43.8,NA,171.5,421.4,Texas,"19,128,000","5,064.5","1,068.5","3,447.4",548.6
1996,Utah,"2,000,000","6,638",63,836,NA,"1,377","4,362",Utah,"2,000,000","113,079","16,965","87,542","8,572",Utah,"2,000,000",331.9,3.2,41.8,NA,68.9,218.1,Utah,"2,000,000","5,654.0",848.3,"4,377.1",428.6
1996,Vermont,"589,000",714,11,159,NA,91,453,Vermont,"589,000","16,973","3,964","12,124",885,Vermont,"589,000",121.2,1.9,27,NA,15.4,76.9,Vermont,"589,000","2,881.7",673,"2,058.4",150.3
1996,Virginia,"6,675,000","22,782",500,"1,783",NA,"8,181","12,318",Virginia,"6,675,000","242,100","39,255","184,237","18,608",Virginia,"6,675,000",341.3,7.5,26.7,NA,122.6,184.5,Virginia,"6,675,000","3,627.0",588.1,"2,760.1",278.8
1996,Washington,"5,533,000","23,857",255,"2,828",NA,"6,587","14,187",Washington,"5,533,000","303,111","58,512","215,706","28,893",Washington,"5,533,000",431.2,4.6,51.1,NA,119,256.4,Washington,"5,533,000","5,478.2","1,057.5","3,898.5",522.2
1996,West Virginia,"1,826,000","3,836",69,358,NA,737,"2,672",West Virginia,"1,826,000","41,510","9,979","28,300","3,231",West Virginia,"1,826,000",210.1,3.8,19.6,NA,40.4,146.3,West Virginia,"1,826,000","2,273.3",546.5,"1,549.8",176.9
1996,Wisconsin,"5,160,000","13,039",204,"1,086",NA,"4,982","6,767",Wisconsin,"5,160,000","184,143","30,356","135,941","17,846",Wisconsin,"5,160,000",252.7,4,21,NA,96.6,131.1,Wisconsin,"5,160,000","3,568.7",588.3,"2,634.5",345.9
1996,Wyoming,"481,000","1,201",16,140,NA,98,947,Wyoming,"481,000","19,261","3,184","15,408",669,Wyoming,"481,000",249.7,3.3,29.1,NA,20.4,196.9,Wyoming,"481,000","4,004.4",662,"3,203.3",139.1
1996,United States-Total,"265,228,572","1,688,540","19,645","96,252",NA,"535,594","1,037,049",United States-Total,"265,228,572","11,805,323","2,506,400","7,904,685","1,394,238",United States-Total,"265,228,572",636.6,7.4,36.3,NA,201.9,391,United States-Total,"265,228,572","4,451.0",945,"2,980.3",525.7
