year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
1995,Alabama,"4,253,000","26,894",475,"1,350",NA,"7,900","17,169",Alabama,"4,253,000","179,294","43,586","120,967","14,741",Alabama,"4,253,000",632.4,11.2,31.7,NA,185.8,403.7,Alabama,"4,253,000","4,215.7","1,024.8","2,844.3",346.6
1995,Alaska,"604,000","4,656",55,485,NA,937,"3,179",Alaska,"604,000","30,097","5,055","21,891","3,151",Alaska,"604,000",770.9,9.1,80.3,NA,155.1,526.3,Alaska,"604,000","4,982.9",836.9,"3,624.3",521.7
1995,Arizona,"4,218,000","30,095",439,"1,418",NA,"7,329","20,909",Arizona,"4,218,000","316,355","59,762","207,763","48,830",Arizona,"4,218,000",713.5,10.4,33.6,NA,173.8,495.7,Arizona,"4,218,000","7,500.1","1,416.8","4,925.6","1,157.7"
1995,Arkansas,"2,484,000","13,741",259,925,NA,"3,122","9,435",Arkansas,"2,484,000","102,780","24,763","69,935","8,082",Arkansas,"2,484,000",553.2,10.4,37.2,NA,125.7,379.8,Arkansas,"2,484,000","4,137.7",996.9,"2,815.4",325.4
1995,California,"31,589,000","305,154","3,531","10,554",NA,"104,611","186,458",California,"31,589,000","1,536,830","353,895","902,456","280,479",California,"31,589,000",966,11.2,33.4,NA,331.2,590.3,California,"31,589,000","4,865.1","1,120.3","2,856.9",887.9
1995,Colorado,"3,747,000","16,494",216,"1,480",NA,"3,604","11,194",Colorado,"3,747,000","185,705","35,001","136,184","14,520",Colorado,"3,747,000",440.2,5.8,39.5,NA,96.2,298.7,Colorado,"3,747,000","4,956.1",934.1,"3,634.5",387.5
1995,Connecticut,"3,275,000","13,293",150,776,NA,"5,345","7,022",Connecticut,"3,275,000","134,188","29,095","87,401","17,692",Connecticut,"3,275,000",405.9,4.6,23.7,NA,163.2,214.4,Connecticut,"3,275,000","4,097.3",888.4,"2,668.7",540.2
1995,Delaware,"717,000","5,198",25,575,NA,"1,425","3,173",Delaware,"717,000","31,790","6,491","22,329","2,970",Delaware,"717,000",725,3.5,80.2,NA,198.7,442.5,Delaware,"717,000","4,433.8",905.3,"3,114.2",414.2
1995,District of Columbia,"554,000","14,744",360,292,NA,"6,864","7,228",District of Columbia,"554,000","52,697","10,185","32,319","10,193",District of Columbia,"554,000","2,661.4",65,52.7,NA,"1,239.0","1,304.7",District of Columbia,"554,000","9,512.1","1,838.4","5,833.8","1,839.9"
1995,Florida,"14,166,000","151,711","1,037","6,887",NA,"42,485","101,302",Florida,"14,166,000","939,288","215,657","612,311","111,320",Florida,"14,166,000","1,071.0",7.3,48.6,NA,299.9,715.1,Florida,"14,166,000","6,630.6","1,522.4","4,322.4",785.8
1995,Georgia,"7,201,000","47,317",683,"2,539",NA,"14,777","29,318",Georgia,"7,201,000","385,005","76,324","264,872","43,809",Georgia,"7,201,000",657.1,9.5,35.3,NA,205.2,407.1,Georgia,"7,201,000","5,346.5","1,059.9","3,678.3",608.4
1995,Hawaii,"1,187,000","3,509",56,336,NA,"1,553","1,564",Hawaii,"1,187,000","81,938","13,832","59,907","8,199",Hawaii,"1,187,000",295.6,4.7,28.3,NA,130.8,131.8,Hawaii,"1,187,000","6,902.9","1,165.3","5,046.9",690.7
1995,Idaho,"1,163,000","3,745",48,330,NA,279,"3,088",Idaho,"1,163,000","47,444","9,069","35,560","2,815",Idaho,"1,163,000",322,4.1,28.4,NA,24,265.5,Idaho,"1,163,000","4,079.4",779.8,"3,057.6",242
1995,Illinois,"11,830,000","117,836","1,221","4,313",NA,"39,139","73,163",Illinois,"11,830,000","527,572","108,555","357,143","61,874",Illinois,"11,830,000",996.1,10.3,36.5,NA,330.8,618.5,Illinois,"11,830,000","4,459.6",917.6,"3,019.0",523
1995,Indiana,"5,803,000","30,451",466,"1,930",NA,"7,844","20,211",Indiana,"5,803,000","238,317","47,676","163,618","27,023",Indiana,"5,803,000",524.7,8,33.3,NA,135.2,348.3,Indiana,"5,803,000","4,106.8",821.6,"2,819.5",465.7
1995,Iowa,"2,842,000","10,071",51,619,NA,"1,507","7,894",Iowa,"2,842,000","106,504","21,527","78,645","6,332",Iowa,"2,842,000",354.4,1.8,21.8,NA,53,277.8,Iowa,"2,842,000","3,747.5",757.5,"2,767.2",222.8
1995,Kansas,"2,565,000","10,792",159,938,NA,"2,775","6,920",Kansas,"2,565,000","114,558","27,404","78,855","8,299",Kansas,"2,565,000",420.7,6.2,36.6,NA,108.2,269.8,Kansas,"2,565,000","4,466.2","1,068.4","3,074.3",323.5
1995,Kentucky,"3,860,000","14,079",276,"1,231",NA,"4,001","8,571",Kentucky,"3,860,000","115,298","28,389","76,906","10,003",Kentucky,"3,860,000",364.7,7.2,31.9,NA,103.7,222,Kentucky,"3,860,000","2,987.0",735.5,"1,992.4",259.1
1995,Louisiana,"4,342,000","43,741",740,"1,855",NA,"11,662","29,484",Louisiana,"4,342,000","246,132","53,481","166,667","25,984",Louisiana,"4,342,000","1,007.4",17,42.7,NA,268.6,679,Louisiana,"4,342,000","5,668.6","1,231.7","3,838.5",598.4
1995,Maine,"1,241,000","1,631",25,265,NA,334,"1,007",Maine,"1,241,000","39,132","9,015","28,444","1,673",Maine,"1,241,000",131.4,2,21.4,NA,26.9,81.1,Maine,"1,241,000","3,153.3",726.4,"2,292.0",134.8
1995,Maryland,"5,042,000","49,757",596,"2,130",NA,"21,334","25,697",Maryland,"5,042,000","267,625","53,320","178,126","36,179",Maryland,"5,042,000",986.9,11.8,42.2,NA,423.1,509.7,Maryland,"5,042,000","5,307.9","1,057.5","3,532.8",717.6
1995,Massachusetts,"6,074,000","41,739",217,"1,759",NA,"9,137","30,626",Massachusetts,"6,074,000","221,971","49,669","135,586","36,716",Massachusetts,"6,074,000",687.2,3.6,29,NA,150.4,504.2,Massachusetts,"6,074,000","3,654.4",817.7,"2,232.2",604.5
1995,Michigan,"9,549,000","65,680",808,"5,917",NA,"17,885","41,070",Michigan,"9,549,000","429,223","86,872","280,712","61,639",Michigan,"9,549,000",687.8,8.5,62,NA,187.3,430.1,Michigan,"9,549,000","4,495.0",909.7,"2,939.7",645.5
1995,Minnesota,"4,610,000","16,416",182,"2,593",NA,"5,702","7,939",Minnesota,"4,610,000","190,911","36,756","138,414","15,741",Minnesota,"4,610,000",356.1,3.9,56.2,NA,123.7,172.2,Minnesota,"4,610,000","4,141.2",797.3,"3,002.5",341.5
1995,Mississippi,"2,697,000","13,560",348,"1,054",NA,"3,530","8,628",Mississippi,"2,697,000","108,195","30,505","67,967","9,723",Mississippi,"2,697,000",502.8,12.9,39.1,NA,130.9,319.9,Mississippi,"2,697,000","4,011.7","1,131.1","2,520.1",360.5
1995,Missouri,"5,324,000","35,339",469,"1,711",NA,"10,863","22,296",Missouri,"5,324,000","237,278","49,649","162,430","25,199",Missouri,"5,324,000",663.8,8.8,32.1,NA,204,418.8,Missouri,"5,324,000","4,456.8",932.6,"3,050.9",473.3
1995,Montana,"870,000","1,491",35,231,NA,253,972,Montana,"870,000","40,246","5,060","32,797","2,389",Montana,"870,000",171.4,4,26.6,NA,29.1,111.7,Montana,"870,000","4,626.0",581.6,"3,769.8",274.6
1995,Nebraska,"1,637,000","6,253",48,317,NA,"1,067","4,821",Nebraska,"1,637,000","68,140","10,344","52,044","5,752",Nebraska,"1,637,000",382,2.9,19.4,NA,65.2,294.5,Nebraska,"1,637,000","4,162.5",631.9,"3,179.2",351.4
