year,State,Population,Violent_Crime_Total,Murder_Nonnegligent_Manslaughter,Legacy_Rape,Revised_Rape,Robbery,Aggravated_Assault,State,Population,Property_Crime_Total,Burglary,Larceny_Theft,Motor_Vehicle_Theft,State,Population,Violent_Crime_Rate,Murder_Nonnegligent_Manslaughter_Rate,Legacy_Rape_Rate,Revised_Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,State,Population,Property_Crime_Rate,Burglary_Rate,Larceny_Theft_Rate,Motor_Vehicle_Theft_Rate
2012,Alabama,"4,817,528","21,693",342,"1,296",NA,"5,020","15,035",Alabama,"4,817,528","168,878","47,481","111,523","9,874",Alabama,"4,817,528",450.3,7.1,26.9,NA,104.2,312.1,Alabama,"4,817,528","3,505.5",985.6,"2,314.9",205
2012,Alaska,"730,307","4,412",30,583,NA,630,"3,169",Alaska,"730,307","20,037","2,950","15,565","1,522",Alaska,"730,307",604.1,4.1,79.8,NA,86.3,433.9,Alaska,"730,307","2,743.6",403.9,"2,131.3",208.4
2012,Arizona,"6,551,149","28,077",358,"2,282",NA,"7,383","18,054",Arizona,"6,551,149","231,701","52,911","159,808","18,982",Arizona,"6,551,149",428.6,5.5,34.8,NA,112.7,275.6,Arizona,"6,551,149","3,536.8",807.7,"2,439.4",289.8
2012,Arkansas,"2,949,828","13,851",174,"1,233",NA,"2,310","10,134",Arkansas,"2,949,828","109,389","32,673","70,982","5,734",Arkansas,"2,949,828",469.6,5.9,41.8,NA,78.3,343.5,Arkansas,"2,949,828","3,708.3","1,107.6","2,406.3",194.4
2012,California,"37,999,878","160,944","1,884","7,837",NA,"56,521","94,702",California,"37,999,878","1,049,465","245,767","635,090","168,608",California,"37,999,878",423.5,5,20.6,NA,148.7,249.2,California,"37,999,878","2,761.8",646.8,"1,671.3",443.7
2012,Colorado,"5,189,458","15,951",152,"2,122",NA,"3,392","10,285",Colorado,"5,189,458","139,355","26,163","101,091","12,101",Colorado,"5,189,458",307.4,2.9,40.9,NA,65.4,198.2,Colorado,"5,189,458","2,685.3",504.2,"1,948.0",233.2
2012,Connecticut,"3,591,765","10,183",117,933,NA,"3,709","5,424",Connecticut,"3,591,765","77,169","14,787","55,904","6,478",Connecticut,"3,591,765",283.5,3.3,26,NA,103.3,151,Connecticut,"3,591,765","2,148.5",411.7,"1,556.4",180.4
2012,Delaware,"917,053","5,048",56,249,NA,"1,498","3,245",Delaware,"917,053","30,707","7,389","21,880","1,438",Delaware,"917,053",550.5,6.1,27.2,NA,163.3,353.9,Delaware,"917,053","3,348.4",805.7,"2,385.9",156.8
2012,District of Columbia,"633,427","7,866",88,236,NA,"4,037","3,505",District of Columbia,"633,427","30,757","3,519","23,575","3,663",District of Columbia,"633,427","1,241.8",13.9,37.3,NA,637.3,553.3,District of Columbia,"633,427","4,855.7",555.5,"3,721.8",578.3
2012,Florida,"19,320,749","94,087","1,009","5,260",NA,"23,889","63,929",Florida,"19,320,749","632,988","153,563","442,095","37,330",Florida,"19,320,749",487,5.2,27.2,NA,123.6,330.9,Florida,"19,320,749","3,276.2",794.8,"2,288.2",193.2
2012,Georgia,"9,915,646","37,675",583,"2,143",NA,"12,502","22,447",Georgia,"9,915,646","339,473","86,992","223,875","28,606",Georgia,"9,915,646",380,5.9,21.6,NA,126.1,226.4,Georgia,"9,915,646","3,423.6",877.3,"2,257.8",288.5
2012,Hawaii,"1,390,090","3,378",21,279,NA,"1,125","1,953",Hawaii,"1,390,090","43,419","7,653","31,901","3,865",Hawaii,"1,390,090",243,1.5,20.1,NA,80.9,140.5,Hawaii,"1,390,090","3,123.5",550.5,"2,294.9",278
2012,Idaho,"1,595,590","3,348",30,495,NA,243,"2,580",Idaho,"1,595,590","31,825","7,240","23,203","1,382",Idaho,"1,595,590",209.8,1.9,31,NA,15.2,161.7,Idaho,"1,595,590","1,994.6",453.8,"1,454.2",86.6
2012,Illinois,"12,868,192","53,556",770,"3,581",NA,"19,480","29,725",Illinois,"12,868,192","332,706","71,100","235,314","26,292",Illinois,"12,868,192",416.2,6,27.8,NA,151.4,231,Illinois,"12,868,192","2,585.5",552.5,"1,828.6",204.3
2012,Indiana,"6,537,782","22,544",307,"1,661",NA,"6,601","13,975",Indiana,"6,537,782","197,994","47,689","136,668","13,637",Indiana,"6,537,782",344.8,4.7,25.4,NA,101,213.8,Indiana,"6,537,782","3,028.5",729.4,"2,090.4",208.6
2012,Iowa,"3,075,039","8,167",49,901,NA,962,"6,255",Iowa,"3,075,039","70,357","17,201","49,116","4,040",Iowa,"3,075,039",265.6,1.6,29.3,NA,31.3,203.4,Iowa,"3,075,039","2,288.0",559.4,"1,597.2",131.4
2012,Kansas,"2,885,398","10,292",85,"1,105",NA,"1,493","7,609",Kansas,"2,885,398","91,066","18,874","65,413","6,779",Kansas,"2,885,398",356.7,2.9,38.3,NA,51.7,263.7,Kansas,"2,885,398","3,156.1",654.1,"2,267.0",234.9
2012,Kentucky,"4,379,730","9,852",201,"1,312",NA,"3,547","4,792",Kentucky,"4,379,730","112,800","29,877","76,199","6,724",Kentucky,"4,379,730",224.9,4.6,30,NA,81,109.4,Kentucky,"4,379,730","2,575.5",682.2,"1,739.8",153.5
2012,Louisiana,"4,602,134","22,839",489,"1,155",NA,"5,458","15,737",Louisiana,"4,602,134","162,673","42,037","112,764","7,872",Louisiana,"4,602,134",496.3,10.6,25.1,NA,118.6,342,Louisiana,"4,602,134","3,534.7",913.4,"2,450.3",171.1
2012,Maine,"1,328,501","1,626",26,372,NA,420,808,Maine,"1,328,501","33,398","7,476","24,931",991,Maine,"1,328,501",122.4,2,28,NA,31.6,60.8,Maine,"1,328,501","2,514.0",562.7,"1,876.6",74.6
2012,Maryland,"5,884,868","28,086",373,"1,237",NA,"10,173","16,303",Maryland,"5,884,868","162,309","33,803","113,550","14,956",Maryland,"5,884,868",477.3,6.3,21,NA,172.9,277,Maryland,"5,884,868","2,758.1",574.4,"1,929.5",254.1
